Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross margin percentage,Gross income,Rating
1db2d5cd-c195-4cab-9391-43f8b321772f,A,Mandalay,Normal,Female,Food and beverages,77.01,7,26.95,566.02,02/05/2024,10:10:58,Credit card,539.07,4.76,26.95,1.7
2d873954-fe70-411b-bfc2-0f8d167034a7,B,Naypyitaw,Member,Male,Electronic accessories,29.81,5,7.45,156.5,09/03/2024,20:55:57,Ewallet,149.05,4.76,7.45,6.9
45116d59-4e33-4149-82f7-ce30e01c8577,B,Naypyitaw,Normal,Male,Fashion accessories,35.85,7,12.55,263.5,09/08/2024,18:58:10,Ewallet,250.95,4.76,12.55,7.3
fefa877d-f8dc-4706-b272-a0612f86ba03,B,Yangon,Normal,Female,Electronic accessories,80.75,4,16.15,339.15,01/15/2025,11:13:44,Credit card,323.0,4.76,16.15,4.3
860a09a8-23c4-413e-b6e8-b0b6c2b580c6,C,Mandalay,Member,Male,Health and beauty,57.18,8,22.87,480.31,05/06/2024,02:40:48,Cash,457.44,4.76,22.87,8.4
1ba41c26-1ad6-416c-9295-89334d823340,B,Naypyitaw,Normal,Male,Food and beverages,39.44,7,13.8,289.88,06/04/2024,00:10:24,Ewallet,276.08,4.76,13.8,6.5
acc634b1-ad91-4b84-88be-d5c72f6affc4,B,Naypyitaw,Member,Male,Food and beverages,32.67,4,6.53,137.21,10/05/2024,02:25:07,Credit card,130.68,4.76,6.53,4.0
82a5367b-463a-4723-a4de-fe8b33d954fd,A,Naypyitaw,Normal,Male,Food and beverages,82.88,10,41.44,870.24,03/31/2024,06:38:53,Cash,828.8,4.76,41.44,8.2
09b002cd-315b-4827-a0a5-f2be40823ced,A,Naypyitaw,Member,Female,Fashion accessories,18.78,2,1.88,39.44,06/18/2024,18:00:52,Cash,37.56,4.77,1.88,8.9
19aae631-f92a-4ee6-869d-a7dc63fa2401,C,Mandalay,Member,Female,Home and lifestyle,59.05,5,14.76,310.01,04/09/2024,09:55:44,Ewallet,295.25,4.76,14.76,5.6
26a6ed9e-e605-46ab-b5c3-fe050532c50b,B,Naypyitaw,Member,Female,Fashion accessories,53.15,3,7.97,167.42,11/19/2024,22:23:43,Cash,159.45,4.76,7.97,4.9
a296c979-2562-43e7-9323-3631aca08671,B,Mandalay,Member,Female,Fashion accessories,72.0,9,32.4,680.4,06/07/2024,09:40:15,Cash,648.0,4.76,32.4,6.1
2b8a5f6e-5c8a-4c10-9233-c8267fc55ccd,A,Naypyitaw,Member,Female,Electronic accessories,89.0,7,31.15,654.15,01/09/2025,12:03:07,Ewallet,623.0,4.76,31.15,1.3
b150e072-f769-4163-abb3-5c10de07fd53,C,Yangon,Normal,Female,Home and lifestyle,12.18,6,3.65,76.73,07/01/2024,17:43:33,Credit card,73.08,4.76,3.65,2.7
e7eceec7-98ab-44d0-b3c4-ae491e634ca8,A,Mandalay,Member,Male,Fashion accessories,48.18,6,14.45,303.53,11/18/2024,21:41:09,Cash,289.08,4.76,14.45,8.6
862e92cc-861f-4d4f-b489-385ea721ad77,A,Mandalay,Normal,Female,Electronic accessories,42.85,8,17.14,359.94,06/22/2024,11:30:08,Cash,342.8,4.76,17.14,5.8
89d91c93-32a0-4ed6-94fc-2436234d8739,B,Mandalay,Normal,Male,Food and beverages,93.8,2,9.38,196.98,05/13/2024,11:04:00,Cash,187.6,4.76,9.38,9.9
936f5e1e-131f-4d2f-bb1f-998b6ae39d8a,C,Yangon,Normal,Female,Electronic accessories,20.73,10,10.37,217.67,01/29/2025,15:36:28,Ewallet,207.3,4.76,10.37,7.6
765136e4-54c9-4294-80e6-eae68bc2bc9d,C,Naypyitaw,Normal,Male,Food and beverages,81.19,2,8.12,170.5,06/11/2024,14:42:01,Ewallet,162.38,4.76,8.12,5.3
d4fd5e8f-e0bf-47a3-b8c2-db85e3f96320,A,Mandalay,Normal,Female,Fashion accessories,83.22,8,33.29,699.05,05/15/2024,13:13:36,Cash,665.76,4.76,33.29,7.0
4e17814c-0ce2-4476-b5dc-fe55f48a242c,A,Naypyitaw,Normal,Male,Sports and travel,16.3,9,7.34,154.04,05/15/2024,09:51:18,Credit card,146.7,4.76,7.34,9.3
237188c8-855a-4011-a30b-8c05bb3c7382,A,Naypyitaw,Normal,Female,Health and beauty,24.15,7,8.45,177.5,10/05/2024,00:16:40,Ewallet,169.05,4.76,8.45,1.4
e7bcc3e9-3d0f-40af-8f4f-772df9c347a0,B,Yangon,Normal,Female,Sports and travel,15.03,4,3.01,63.13,03/17/2024,00:36:25,Cash,60.12,4.77,3.01,8.9
7fd53a84-2e39-4ddc-bebe-2fcb69de10af,B,Naypyitaw,Member,Female,Health and beauty,88.74,4,17.75,372.71,02/13/2024,18:36:52,Cash,354.96,4.76,17.75,9.1
7e969454-c253-423f-b24a-962ff6df1987,C,Mandalay,Normal,Female,Electronic accessories,54.51,8,21.8,457.88,01/08/2025,23:42:53,Ewallet,436.08,4.76,21.8,2.8
53f06a47-44e6-415c-adcc-80fa407183cc,A,Mandalay,Member,Male,Home and lifestyle,24.79,2,2.48,52.06,04/07/2024,20:59:38,Cash,49.58,4.76,2.48,3.9
f02f7ca3-0975-4ac3-a9ed-026740d2f0b5,C,Yangon,Member,Male,Electronic accessories,87.15,6,26.15,549.05,06/20/2024,04:19:07,Ewallet,522.9,4.76,26.15,4.2
667bd4b9-e6b8-4260-ab1a-571a0e86fbcc,B,Mandalay,Normal,Female,Electronic accessories,93.71,4,18.74,393.58,02/28/2024,03:18:09,Credit card,374.84,4.76,18.74,2.6
11d7e0b2-b4f0-475d-8c2c-b6a34f3018cd,C,Mandalay,Normal,Male,Fashion accessories,30.4,4,6.08,127.68,12/22/2024,15:15:35,Cash,121.6,4.76,6.08,1.1
85726b4f-bd92-46b0-bdc9-646c4e26ab84,C,Yangon,Normal,Male,Sports and travel,45.35,8,18.14,380.94,05/24/2024,01:22:25,Ewallet,362.8,4.76,18.14,1.8
71f3a6b8-656d-45d1-b759-03c759ecb409,A,Naypyitaw,Normal,Female,Sports and travel,20.35,2,2.04,42.74,10/30/2024,02:50:40,Ewallet,40.7,4.77,2.04,4.9
bb6a281a-6edc-4838-9770-e42ff0005d2e,B,Mandalay,Normal,Female,Sports and travel,24.57,8,9.83,206.39,07/14/2024,20:55:38,Ewallet,196.56,4.76,9.83,9.4
eff3c044-45e3-4778-a56b-65de2a42c258,A,Mandalay,Member,Female,Sports and travel,82.61,5,20.65,433.7,06/01/2024,20:12:01,Cash,413.05,4.76,20.65,2.2
5d84e4dc-3b80-4a9e-b946-7d6b28ca77c5,B,Mandalay,Normal,Female,Home and lifestyle,31.48,5,7.87,165.27,08/29/2024,22:54:17,Credit card,157.4,4.76,7.87,9.5
fb58af0b-c618-4fb4-9113-6729dc34ca9d,C,Mandalay,Normal,Male,Home and lifestyle,39.26,5,9.81,206.11,08/04/2024,11:36:52,Ewallet,196.3,4.76,9.81,1.5
e1889e7d-7f6f-454f-9b33-21925651a9eb,C,Naypyitaw,Normal,Male,Sports and travel,29.34,4,5.87,123.23,09/07/2024,16:54:04,Ewallet,117.36,4.76,5.87,5.8
df5f2700-d593-4723-962d-0e23dda13a8c,C,Naypyitaw,Normal,Male,Health and beauty,92.88,3,13.93,292.57,05/27/2024,20:10:27,Ewallet,278.64,4.76,13.93,3.4
ea32711e-605e-4613-acaa-17e6090e4788,B,Naypyitaw,Normal,Female,Health and beauty,85.45,4,17.09,358.89,08/28/2024,20:49:13,Credit card,341.8,4.76,17.09,3.7
ca2c3311-1caf-42cf-9a70-e90ca8b1a0a5,C,Mandalay,Normal,Male,Electronic accessories,79.19,6,23.76,498.9,06/20/2024,11:32:28,Ewallet,475.14,4.76,23.76,5.7
a6e0e705-7f26-4d97-80f6-5c37d97ca901,A,Yangon,Member,Male,Electronic accessories,39.99,6,12.0,251.94,06/20/2024,01:25:02,Ewallet,239.94,4.76,12.0,1.7
68a4e2c0-c2bb-4b4f-bf72-e6ff66b16477,B,Yangon,Member,Male,Food and beverages,25.39,6,7.62,159.96,02/11/2024,06:07:10,Credit card,152.34,4.76,7.62,1.4
102af900-3fa1-471d-9039-d23f46d42598,C,Yangon,Normal,Female,Food and beverages,67.33,10,33.66,706.96,07/31/2024,04:35:02,Cash,673.3,4.76,33.66,1.3
7b7b4330-4d2e-4153-8e84-9d3993b4bdfd,C,Yangon,Normal,Male,Home and lifestyle,39.71,7,13.9,291.87,05/03/2024,16:23:12,Credit card,277.97,4.76,13.9,1.9
171be579-8719-463d-824b-218949a878a6,B,Naypyitaw,Member,Male,Electronic accessories,85.9,2,8.59,180.39,07/16/2024,17:52:39,Ewallet,171.8,4.76,8.59,6.5
00236b74-9610-41d9-a040-9a84f7aa90e1,C,Mandalay,Member,Female,Electronic accessories,29.03,10,14.52,304.82,12/03/2024,16:16:14,Ewallet,290.3,4.76,14.52,4.0
ec3af117-ceea-47eb-8af2-e7c9fe4b2873,C,Naypyitaw,Member,Male,Home and lifestyle,86.01,3,12.9,270.93,05/13/2024,07:18:48,Cash,258.03,4.76,12.9,4.2
83a07a54-b1b7-4982-b51e-a21055d05ad0,B,Naypyitaw,Normal,Female,Food and beverages,48.7,10,24.35,511.35,06/16/2024,19:36:12,Credit card,487.0,4.76,24.35,5.3
1cc1b342-b991-4f07-b7bc-cde390ab66e5,B,Yangon,Member,Female,Health and beauty,75.82,9,34.12,716.5,08/23/2024,22:44:55,Cash,682.38,4.76,34.12,4.1
7dd5359a-05cc-4d97-9a55-af1b4d64fee3,A,Mandalay,Normal,Female,Home and lifestyle,47.12,8,18.85,395.81,10/31/2024,23:55:57,Credit card,376.96,4.76,18.85,7.3
7599d36c-683a-4d1c-b72d-97bdbaaf3d8f,A,Mandalay,Member,Female,Food and beverages,23.34,2,2.33,49.01,12/01/2024,07:20:49,Cash,46.68,4.75,2.33,7.6
35e0a578-89fe-4248-8f43-f06d2a893888,A,Naypyitaw,Normal,Male,Electronic accessories,33.4,7,11.69,245.49,10/27/2024,08:44:20,Cash,233.8,4.76,11.69,2.4
cad6da27-d9e4-471e-acdb-4b0ea42ace5c,C,Naypyitaw,Member,Female,Home and lifestyle,46.0,5,11.5,241.5,12/17/2024,18:34:45,Credit card,230.0,4.76,11.5,4.9
a4c326e9-8349-47b3-9f2a-347b46ff4ad7,A,Yangon,Normal,Male,Food and beverages,61.56,6,18.47,387.83,06/14/2024,06:13:00,Credit card,369.36,4.76,18.47,2.0
b56380d5-bf39-4ffe-8f87-68ffbb47c391,A,Yangon,Member,Male,Fashion accessories,58.34,7,20.42,428.8,07/01/2024,21:35:15,Credit card,408.38,4.76,20.42,1.3
b586acd8-3aff-4743-ad8b-45476b20d4de,A,Naypyitaw,Member,Male,Food and beverages,19.87,9,8.94,187.77,04/20/2024,23:44:43,Cash,178.83,4.76,8.94,7.2
6a66d6ab-8ffc-42c3-bf89-922feeff861c,A,Naypyitaw,Member,Male,Health and beauty,64.72,7,22.65,475.69,10/03/2024,06:25:56,Credit card,453.04,4.76,22.65,8.7
ee5d8703-344c-4955-953c-689ec7e4be82,B,Mandalay,Member,Male,Home and lifestyle,70.67,1,3.53,74.2,06/25/2024,16:45:04,Ewallet,70.67,4.76,3.53,3.2
bfea7dbe-2160-4618-8f68-8af223b5a047,B,Naypyitaw,Normal,Male,Electronic accessories,62.94,8,25.18,528.7,10/12/2024,17:51:01,Ewallet,503.52,4.76,25.18,2.5
7cae34dd-8f3a-4fdb-913e-122aa68842b8,C,Yangon,Member,Female,Health and beauty,48.55,7,16.99,356.84,07/20/2024,09:08:07,Cash,339.85,4.76,16.99,8.6
310b381e-6a08-4ba2-b114-6f617c9b8310,C,Naypyitaw,Normal,Male,Food and beverages,30.45,2,3.04,63.94,06/19/2024,11:28:53,Credit card,60.9,4.75,3.04,4.0
362cce19-0366-4354-b6f5-054b52b2b766,C,Yangon,Normal,Male,Sports and travel,58.54,2,5.85,122.93,09/10/2024,21:39:42,Cash,117.08,4.76,5.85,3.2
44ee1e16-f073-4311-9393-6202f70a3e8a,C,Mandalay,Member,Female,Food and beverages,38.13,2,3.81,80.07,10/19/2024,18:33:38,Cash,76.26,4.76,3.81,4.0
2eb290a9-0b1d-4d71-b387-aa5f85a0c96d,C,Mandalay,Member,Female,Electronic accessories,83.41,8,33.36,700.64,09/17/2024,18:07:35,Ewallet,667.28,4.76,33.36,4.2
14c009ff-7f9f-40d9-8e29-8d230f562389,B,Mandalay,Normal,Female,Food and beverages,18.08,8,7.23,151.87,10/27/2024,17:01:31,Ewallet,144.64,4.76,7.23,6.8
5091898e-dd98-4391-ac34-a828c979ce99,C,Mandalay,Member,Male,Electronic accessories,90.16,9,40.57,852.01,11/12/2024,23:03:16,Ewallet,811.44,4.76,40.57,9.2
12e90573-951c-453c-b168-954ef599860a,A,Mandalay,Member,Female,Electronic accessories,44.81,7,15.68,329.35,03/18/2024,22:42:13,Cash,313.67,4.76,15.68,8.2
4aac3475-115c-45b5-aa7a-6098d1f91442,A,Mandalay,Member,Male,Health and beauty,57.02,7,19.96,419.1,01/17/2025,22:01:37,Ewallet,399.14,4.76,19.96,4.0
fce8d83c-9fc8-4c02-ba53-77e9eef5a556,C,Mandalay,Normal,Male,Fashion accessories,64.73,8,25.89,543.73,10/13/2024,06:46:54,Credit card,517.84,4.76,25.89,4.7
6b694df8-3802-4286-8c18-4695febcd209,A,Naypyitaw,Member,Male,Fashion accessories,39.61,7,13.86,291.13,09/30/2024,19:31:08,Credit card,277.27,4.76,13.86,8.7
f4325c53-c7ac-451f-9d0c-80aa1beb5aea,C,Yangon,Normal,Female,Fashion accessories,26.79,9,12.06,253.17,07/05/2024,21:21:05,Credit card,241.11,4.76,12.06,6.8
c0c140a4-a585-4065-893d-2b78eb84b67c,C,Mandalay,Member,Male,Home and lifestyle,68.93,2,6.89,144.75,04/27/2024,08:09:05,Credit card,137.86,4.76,6.89,1.7
22bd80af-9e32-4063-a55a-c71177c87bb7,B,Naypyitaw,Member,Male,Sports and travel,25.51,9,11.48,241.07,10/26/2024,05:49:44,Cash,229.59,4.76,11.48,3.4
68b4c88a-b676-4292-9d2d-a0c1b5bd09a1,B,Naypyitaw,Normal,Female,Home and lifestyle,19.49,4,3.9,81.86,09/20/2024,00:24:56,Ewallet,77.96,4.76,3.9,8.1
5aa74f5e-d9aa-48b8-95d6-65a446313d6b,B,Yangon,Member,Male,Electronic accessories,64.35,2,6.43,135.13,05/03/2024,12:10:38,Cash,128.7,4.76,6.43,5.6
8c87a853-8773-4149-a6ed-5e448963b1d8,A,Naypyitaw,Normal,Female,Home and lifestyle,98.26,5,24.57,515.87,04/26/2024,15:51:33,Ewallet,491.3,4.76,24.57,5.3
660147c4-1e75-4ddc-a950-dce8fa832ee9,A,Mandalay,Normal,Male,Sports and travel,51.75,10,25.88,543.38,10/28/2024,12:03:24,Ewallet,517.5,4.76,25.88,4.3
5d715164-fea9-41ec-8f86-4fbd3c1ff364,A,Yangon,Member,Male,Fashion accessories,81.6,3,12.24,257.04,08/01/2024,15:20:43,Ewallet,244.8,4.76,12.24,3.5
10c47e71-af34-41a0-a11a-52feb6e558a3,A,Yangon,Member,Male,Health and beauty,23.36,5,5.84,122.64,01/03/2025,22:24:15,Cash,116.8,4.76,5.84,5.2
15e1cb03-2d7c-44ee-8018-160cf591fe98,B,Mandalay,Member,Male,Health and beauty,96.19,1,4.81,101.0,07/25/2024,03:54:47,Ewallet,96.19,4.76,4.81,8.8
10611fe4-e122-4c17-86e7-ed0e17651c37,C,Mandalay,Normal,Male,Electronic accessories,78.14,6,23.44,492.28,03/18/2024,13:42:39,Cash,468.84,4.76,23.44,6.2
7d64814a-f699-4fcc-9376-2e63f6943da9,B,Yangon,Member,Male,Fashion accessories,14.99,6,4.5,94.44,04/30/2024,07:40:02,Credit card,89.94,4.76,4.5,2.5
d78f3c46-a53d-4261-9610-c82b4254899a,A,Mandalay,Member,Male,Electronic accessories,99.96,5,24.99,524.79,12/08/2024,16:21:19,Ewallet,499.8,4.76,24.99,2.5
a0a67078-b270-4e54-9d42-0b3d65b48776,A,Yangon,Member,Female,Health and beauty,38.79,6,11.64,244.38,02/08/2024,13:18:33,Cash,232.74,4.76,11.64,9.9
b6dbde87-0d6a-470f-87f8-deccb6e640ba,C,Mandalay,Member,Male,Health and beauty,82.45,4,16.49,346.29,07/10/2024,09:56:30,Ewallet,329.8,4.76,16.49,8.8
4117142a-9e92-4cb7-86ec-226bfd52d68b,C,Mandalay,Normal,Female,Home and lifestyle,81.45,3,12.22,256.57,05/18/2024,11:29:52,Credit card,244.35,4.76,12.22,2.4
9fda1855-0ee5-446b-8aef-95a181bedb9b,C,Yangon,Member,Male,Health and beauty,62.16,5,15.54,326.34,01/19/2025,02:07:58,Credit card,310.8,4.76,15.54,6.1
9e8bc557-c3f8-4bba-a96a-abea87bbfb0d,A,Yangon,Normal,Male,Electronic accessories,35.95,4,7.19,150.99,09/05/2024,11:20:25,Ewallet,143.8,4.76,7.19,9.0
dc49a0ba-b32e-4b1e-842e-cbe16c2567c7,C,Mandalay,Normal,Male,Food and beverages,67.37,2,6.74,141.48,09/14/2024,15:23:47,Credit card,134.74,4.76,6.74,1.6
74d1d2a8-5eb7-4de1-9add-27858dfaa34e,A,Mandalay,Member,Female,Electronic accessories,40.0,10,20.0,420.0,12/25/2024,10:07:38,Credit card,400.0,4.76,20.0,6.1
f1c088a6-07ad-4774-85ce-31e2dc554b36,C,Mandalay,Member,Male,Health and beauty,11.22,7,3.93,82.47,09/02/2024,18:08:24,Ewallet,78.54,4.77,3.93,2.7
a62127ff-8438-4904-b83d-517fe2c79a7f,A,Mandalay,Member,Female,Sports and travel,89.73,5,22.43,471.08,01/21/2025,22:04:39,Ewallet,448.65,4.76,22.43,8.3
f69b0aec-7eba-4cff-9883-d29f60e87fd7,C,Naypyitaw,Member,Female,Home and lifestyle,29.61,3,4.44,93.27,05/05/2024,23:34:21,Ewallet,88.83,4.76,4.44,5.7
259a400e-c2dc-498a-aac5-6093c762d839,A,Yangon,Member,Male,Fashion accessories,30.39,6,9.12,191.46,12/24/2024,23:03:04,Ewallet,182.34,4.76,9.12,6.0
bab02bcf-9bd7-46f6-9ffb-c4d67fbe618d,C,Yangon,Member,Male,Health and beauty,20.21,1,1.01,21.22,04/20/2024,13:26:05,Credit card,20.21,4.76,1.01,2.5
e221fc6f-f4cc-41bd-8b4d-64724a4c9ecc,B,Mandalay,Member,Female,Food and beverages,25.7,5,6.43,134.93,05/29/2024,11:06:54,Ewallet,128.5,4.77,6.43,3.9
878758a1-f1e5-4509-97e8-cf1965f707a8,C,Naypyitaw,Normal,Male,Electronic accessories,22.17,4,4.43,93.11,08/03/2024,19:23:30,Credit card,88.68,4.76,4.43,4.3
4314ff79-5f97-4342-a0bc-b1048021aab3,A,Naypyitaw,Normal,Male,Home and lifestyle,43.77,9,19.7,413.63,05/29/2024,05:49:24,Ewallet,393.93,4.76,19.7,3.0
